idx,season,episode,character,line
52312,s6,08,Jeremy Jamm,"Because the voters, to use a technical political term, gave you the stanky boot."
52313,s6,08,Jeremy Jamm,"But we'll keep your money safe, baby girl."
52314,s6,08,Jeremy Jamm,"What, you think I'm gonna use it to put a new limestone shower in my office?"
52315,s6,08,Leslie Knope,"Yeah, now I do."
52316,s6,08,Jeremy Jamm,"I propose that we table this discussion until, let's say, the second Knope is gone."
52317,s6,08,Jeremy Jamm,"Later, bunheads."
52318,s6,08,Jeremy Jamm,Glass!
52319,s6,08,Tom Haverford,Video Ron demand.
52320,s6,08,Tom Haverford,"What you carrying, my dude?"
52321,s6,08,Ron Swanson,The time has come to sell my cabin.
52322,s6,08,Ron Swanson,But I haven't had much luck finding a buyer.
52323,s6,08,April Ludgate,"""For sale."""
52324,s6,08,April Ludgate,"""Small house."""
52325,s6,08,April Ludgate,"""Location: Forest."""
52326,s6,08,April Ludgate,"It's a little wordy, don't you think?"
52327,s6,08,Donna Meagle,"""Current owner will not clean up shotgun shells or animal carcasses."""
52328,s6,08,Donna Meagle,"The hell is wrong with you, Swanson?"
52329,s6,08,Ron Swanson,"Fine, I'll clean up the shotgun shells, but the carcasses remain to fertilize my berry patch."
52330,s6,08,Donna Meagle,"If you really want to unload that little horror cabin, you gonna need a professional to stage it properly."
52331,s6,08,Donna Meagle,"Lucky for you, I recently got my real estate license."
52332,s6,08,Donna Meagle,Spladow!
52333,s6,08,Donna Meagle,Check it.
52334,s6,08,Ron Swanson,"""Regal Meagle Realty."""
52335,s6,08,Ron Swanson,"""Find your castle."""
52336,s6,08,Ron Swanson,"Fine, I suppose I could use some help."
52337,s6,08,Tom Haverford,"Yo, Donna, let me get a little skin in the game, maybe split that commission?"
52338,s6,08,Donna Meagle,All right.
52339,s6,08,Donna Meagle,Show me what you got.
52340,s6,08,Donna Meagle,I'll split that commish.
52341,s6,08,Donna Meagle,Split that commish
52342,s6,08,Tom Haverford,Split that commish
52343,s6,08,Tom Haverford,"The question I always ask myself is, what kind of mogul should I be?"
52344,s6,08,Tom Haverford,"Fashion mogul, energy drink mogul."
52345,s6,08,Tom Haverford,I even thought about downhill skiing.
52346,s6,08,Tom Haverford,A mogul mogul.
52347,s6,08,Tom Haverford,But a real estate mogul?
52348,s6,08,Tom Haverford,Hmm.
52349,s6,08,Tom Haverford,That's a hot mogul right now.
52350,s6,08,Ben Wyatt,"Ben Wyatt, reporting for duty."
52351,s6,08,Ben Wyatt,"How you doing, Barney?"
52352,s6,08,Ben Wyatt,Good to see you again.
52353,s6,08,Barney,I just can't believe it's finally happening.
52354,s6,08,Barney,Ted!
52355,s6,08,Barney,He's here!
52356,s6,08,Barney,He really came!
52357,s6,08,Frank,"Hello, Ben."
52358,s6,08,Frank,I'm Frank.
52359,s6,08,Frank,I took the job when you passed it up last time.
52360,s6,08,Frank,Heard a lot about you.
52361,s6,08,Ben Wyatt,"Well, all good things, I hope."
52362,s6,08,Frank,A little too good.
52363,s6,08,Frank,Let's see if you live up to the hype.
52364,s6,08,Frank,I'm not joking.
52365,s6,08,Ben Wyatt,Oh.
52366,s6,08,Ben Wyatt,Frank seems cool.
52367,s6,08,Leslie Knope,"Well, tell everybody in Michigan I said hi, and tell your mom that I love the banana cake she posted on Pinterest."
52368,s6,08,Leslie Knope,"Oh, the father of your child is here."
52369,s6,08,Leslie Knope,I have to go.
52370,s6,08,Leslie Knope,I'll talk to you soon.
52371,s6,08,Leslie Knope,I love you.
52372,s6,08,Chris Traeger,Was that Ann?
52373,s6,08,Chris Traeger,I hope you were speaking to her in a calming voice 'cause babies can hear everything.
52374,s6,08,Chris Traeger,"Baby, if you can still hear me, I love you."
52375,s6,08,Leslie Knope,The phone is hung up.
52376,s6,08,Chris Traeger,"Oh, sorry."
52377,s6,08,Leslie Knope,You got my message about Jamm being a dinkhead?
52378,s6,08,Chris Traeger,"Yes, but as city manager, I can't play sides."
52379,s6,08,Chris Traeger,And I think all of our heads can be a little dinky at times.
52380,s6,08,Leslie Knope,"Fine, but his is the dinkiest."
52381,s6,08,Leslie Knope,And I would know because I'm keeping score.
52382,s6,08,Leslie Knope,"Ever since I started city council, I have gone head-to-head with Jamm 112 times."
52383,s6,08,Leslie Knope,"He has won 56 times, I have won 56 times."
52384,s6,08,Leslie Knope,I will not lose our last battle.
52385,s6,08,Leslie Knope,Will you help me?
52386,s6,08,Chris Traeger,No.
52387,s6,08,Leslie Knope,Oh.
52388,s6,08,Leslie Knope,"The way you stood up like that, I thought it was gonna go a different way."
52389,s6,08,Chris Traeger,"No, I can't help directly, but I am on your side."
52390,s6,08,Chris Traeger,And I will assist you in any way that I can.
52391,s6,08,Chris Traeger,"Maybe I can mediate, like Dr. Phil, only qualified."
52392,s6,08,Tom Haverford,"So what's the story, Ron?"
52393,s6,08,Tom Haverford,Diane making you sell this place?
52394,s6,08,Ron Swanson,Not at all.
52395,s6,08,Ron Swanson,"Recently, I purchased a new cabin big enough for the whole family."
52396,s6,08,Ron Swanson,I just can't justify owning four cabins.
52397,s6,08,Ron Swanson,Two cabins.
52398,s6,08,Ron Swanson,"The new cabin I bought has a great tire swing for the girls, access to a lake for all the kids to play in."
52399,s6,08,Ron Swanson,"Plus, it doesn't have these razorsharp perimeter defense planks sticking out of the ground."
52400,s6,08,Donna Meagle,"I usually get a 5% commission, but I'll do it for 3%."
52401,s6,08,Donna Meagle,Friends and family discount.
52402,s6,08,Ron Swanson,Make it 5%.
52403,s6,08,Ron Swanson,I don't want you getting any ideas about us being friends.
52404,s6,08,Donna Meagle,Respect.
52405,s6,08,Tom Haverford,"Donna, baby."
52406,s6,08,Tom Haverford,"For the fireplace, I'm thinking fake antlers."
52407,s6,08,Tom Haverford,But what kind of scarves do we want to hang off the fake antlers?
52408,s6,08,Tom Haverford,"Oh, duh."
52409,s6,08,Tom Haverford,Crocheted.
52410,s6,08,Donna Meagle,Most def.
52411,s6,08,Donna Meagle,"That'll look legit next to those antique ""Visit France"" posters."
52412,s6,08,Tom Haverford,Mm.
52413,s6,08,April Ludgate,"Ron, you want to stay outside and do nothing while they make your cabin look like garbage?"
52414,s6,08,Ron Swanson,I'd like that very much.
52415,s6,08,Ron Swanson,We can watch the shadows get longer.
52416,s6,08,April Ludgate,Okay.
52417,s6,08,Ben Wyatt,"Wow, you guys sure take the startup paperwork seriously around here."
52418,s6,08,Barney,"Sorry to start you out like this, and on a Friday no less."
52419,s6,08,Barney,But it's our toughest case.
52420,s6,08,Barney,"Three competing family trusts, a contested will-- it's a real puzzler!"
52421,s6,08,Frank,"So let's see what you got, genius."
52422,s6,08,Ben Wyatt,"If I'm murdered tonight, start the investigation with those two guys."
52423,s6,08,Jeremy Jamm,The hell you nerds doing here?
52424,s6,08,Leslie Knope,We're not done talking about the lockbox.
52425,s6,08,Leslie Knope,This isn't over.
52426,s6,08,Chris Traeger,And I am here to mediate.
52427,s6,08,Jeremy Jamm,You can't just show up at my door like this.
52428,s6,08,Leslie Knope,"Look, I know we have had our differences, but this is very important to me."
52429,s6,08,Leslie Knope,And I'm not leaving until we hash this out.
52430,s6,08,Jeremy Jamm,"I respect the moxie, Knope."
52431,s6,08,Jeremy Jamm,You can come in for a minute.
52432,s6,08,Jeremy Jamm,Shoes off.
52433,s6,08,Jeremy Jamm,This is a house of respect.
52434,s6,08,Chris Traeger,"Well, I don't need to do that."
52435,s6,08,Chris Traeger,My feet are very clean.
52436,s6,08,Jeremy Jamm,"No shoes, you lose."
52437,s6,08,Leslie Knope,"""No shoes, you lose""?"
52438,s6,08,Leslie Knope,"That means we should have shoes then, right?"
52439,s6,08,Jeremy Jamm,No shoes... Hmm.
52440,s6,08,Jeremy Jamm,"Yeah, so this is my weekend dojo."
52441,s6,08,Jeremy Jamm,"Sorry, the place is a bit of a mess."
52442,s6,08,Jeremy Jamm,My wife's in Oklahoma for eight months.
52443,s6,08,Jeremy Jamm,Maybe forever.
52444,s6,08,Jeremy Jamm,We'll see if she forgives me.
52445,s6,08,Leslie Knope,"Who's that, Michelle Wie?"
52446,s6,08,Jeremy Jamm,It's not sexual.
52447,s6,08,Jeremy Jamm,I'm just a really big fan of her game.
52448,s6,08,Leslie Knope,Really?
52449,s6,08,Jeremy Jamm,Yeah.
52450,s6,08,Leslie Knope,"Because in that picture, she's wearing a bikini."
52451,s6,08,Jeremy Jamm,"Yeah, thanks."
52452,s6,08,Jeremy Jamm,Photoshopped it myself.
52453,s6,08,Leslie Knope,Fantastic.
52454,s6,08,Jeremy Jamm,"Well, this is about the time I hit the hay, so"
52455,s6,08,Leslie Knope,Why don't we all hit the hay?
52456,s6,08,Leslie Knope,"We'll stay here, get a good night's sleep, and we can start negotiations tomorrow."
52457,s6,08,Leslie Knope,We stopped at the outlet mall on the way here.
52458,s6,08,Leslie Knope,"Got ourselves a sleeping bag, a giant tin of caramel corn, and an irregular skirt from DKNY."
52459,s6,08,Leslie Knope,"The hem is crooked, but it was 8 bucks."
52460,s6,08,Leslie Knope,"The point is, I am not leaving until I get that lockbox."
52461,s6,08,Jeremy Jamm,"Oh, playing hardball, huh?"
52462,s6,08,Jeremy Jamm,"Hey, no sweat off my sack."
52463,s6,08,Jeremy Jamm,"You can take the couch, if you can get my exercise equipment out of the way."
52464,s6,08,Leslie Knope,I think I can handle it.
52465,s6,08,Jeremy Jamm,"How sweet is this table, by the way, huh?"
52466,s6,08,Jeremy Jamm,I got it from an actual benihana.
52467,s6,08,Jeremy Jamm,Cost me 4 grand.
52468,s6,08,Jeremy Jamm,Worth every penny.
52469,s6,08,Jeremy Jamm,Hai!
52470,s6,08,Jeremy Jamm,Can I interest anyone in an authentic Japanese abreakafast?
52471,s6,08,Leslie Knope,Scrambled eggs eaten with chopsticks?
52472,s6,08,Leslie Knope,Okay.
52473,s6,08,Jeremy Jamm,Hai!
52474,s6,08,Leslie Knope,"You know, maybe we should negotiate while we're eating."
52475,s6,08,Jeremy Jamm,"No, what's the rush?"
52476,s6,08,Jeremy Jamm,Plenty of time for that later.
52477,s6,08,Leslie Knope,You know what might put you in the mood to talk is a couple of brewskis and a calendar featuring some of your favorite female wrestlers.
52478,s6,08,Jeremy Jamm,"Oh, yeah."
52479,s6,08,Jeremy Jamm,"Knope, you know the way to a man's heart."
52480,s6,08,Jeremy Jamm,"Yeah, okay."
52481,s6,08,Jeremy Jamm,Let's talk.
52482,s6,08,Jeremy Jamm,You got it.
52483,s6,08,Ron Swanson,These people won't leave.
52484,s6,08,Ron Swanson,One guy even looked in the bathroom.
52485,s6,08,Donna Meagle,"Yeah, that means they like the place."
52486,s6,08,Donna Meagle,"If you just leave them alone, I think we might get some offers."
52487,s6,08,Tom Haverford,This evergreen scented candle should help put people in the mood to buy.
52488,s6,08,Ron Swanson,You could just open the door and let the actual smell of the pines in.
52489,s6,08,Tom Haverford,"Trees are sticky, and they got bugs in them."
52490,s6,08,Extra,This place is so random.
52491,s6,08,Extra,I don't know.
52492,s6,08,Extra,"It's kind of, like, in the middle of nowhere."
52493,s6,08,April Ludgate,I know.
52494,s6,08,April Ludgate,"That's, like, the hilarious part."
52495,s6,08,April Ludgate,It's like a joke how long it takes to get here.
52496,s6,08,April Ludgate,It's like a meta-cabin.
52497,s6,08,Extra,Oh yeah.
52498,s6,08,Extra,"That's what I thought, yeah."
52499,s6,08,April Ludgate,I heard that Dave Eggers wrote a short story about this tape cassette that he found under that tree over there.
52500,s6,08,Extra,"Oh, my God."
52501,s6,08,Ron Swanson,What are you doing?
52502,s6,08,April Ludgate,I'm trying to get these annoying dumdums to pay more money for your cabin.
52503,s6,08,Ron Swanson,Carry on.
52504,s6,08,April Ludgate,"Oh, my God, I heard that Neko Case and Ben Gibbard made out here once."
52505,s6,08,Extra,What?
52506,s6,08,Barney,Saturday at the firm with Ben.
52507,s6,08,Ben Wyatt,"Okay, we dissolve the loanout and file bankruptcy."
52508,s6,08,Ben Wyatt,That way only our clients have claim to the assets.
52509,s6,08,Frank,Great idea that we had a month ago.
52510,s6,08,Frank,"The problem is, the trust still has claim to the property."
52511,s6,08,Ben Wyatt,Then we dissolve the trust.
52512,s6,08,Ben Wyatt,"Clients ""A,"" ""B,"" and ""F,"" they would have to agree, but if they went for it, we could arbitrate."
52513,s6,08,Frank,He's right.
52514,s6,08,Frank,We never thought of that.
52515,s6,08,Barney,"Oh, oh!"
52516,s6,08,Barney,"Ben, Ben."
52517,s6,08,Barney,"Say it again but this time I'm gonna turn the light on, like you just had an idea."
52518,s6,08,Ben Wyatt,"Sure, sure."
52519,s6,08,Ben Wyatt,"Yeah, I'm with you."
52520,s6,08,Ben Wyatt,"Um, okay."
52521,s6,08,Ben Wyatt,What if we dissolve the trust?
52522,s6,08,Barney,Yes!
52523,s6,08,Barney,You just cracked the case.
52524,s6,08,Ben Wyatt,I'm just doing my job.
52525,s6,08,Leslie Knope,"Okay, here's an idea."
52526,s6,08,Leslie Knope,"Maybe we name part of the park the ""Jamm Zone""?"
52527,s6,08,Jeremy Jamm,Hmm.
52528,s6,08,Jeremy Jamm,"Yeah, Jamm could dig on that."
52529,s6,08,Jeremy Jamm,"How about if in the Jamm zone, there's no married chicks allowed?"
52530,s6,08,Chris Traeger,"Caution, Jeremy."
52531,s6,08,Chris Traeger,"I think there are people that will find the ""No Married Chicks"" zone both morally repugnant and hard to enforce."
52532,s6,08,Jeremy Jamm,All right.
52533,s6,08,Jeremy Jamm,"Listen, let us celebrate this progress by sharing these authentic edamame, or Tokyo beans."
52534,s6,08,Jeremy Jamm,Now I want you to be very careful about eating these.
52535,s6,08,Jeremy Jamm,"You eat the shells, and you throw the seeds out."
52536,s6,08,Leslie Knope,Wow.
52537,s6,08,Leslie Knope,You have really immersed yourself in Asian culture.
52538,s6,08,Leslie Knope,Now I think maybe we should revisit the holding bond idea.
52539,s6,08,Jeremy Jamm,"Ugh, Lezzie."
52540,s6,08,Jeremy Jamm,"Come on, I'm getting bored."
52541,s6,08,Jeremy Jamm,"I mean, we've been at this for hours."
52542,s6,08,Jeremy Jamm,Can we please take a break?
52543,s6,08,Chris Traeger,Perhaps he has a point.
52544,s6,08,Chris Traeger,And we've made some progress.
52545,s6,08,Chris Traeger,Maybe we go home and take the rest of it up on Monday.
52546,s6,08,Leslie Knope,"No, I cannot wait until Monday."
52547,s6,08,Leslie Knope,I need to close this deal now.
52548,s6,08,Leslie Knope,So I have an idea.
52549,s6,08,Leslie Knope,Let's have a change of venue and keep negotiating while we have fun.
52550,s6,08,Leslie Knope,"If I remember correctly, you enjoy the ancient art of karaoke, yes?"
52551,s6,08,Jeremy Jamm,I do.
52552,s6,08,Jeremy Jamm,And kudos on that pronunciation.
52553,s6,08,Leslie Knope,I remembered your favorite duet.
52554,s6,08,Leslie Knope,Maybe it's time to take this party to Rydell High.
52555,s6,08,Jeremy Jamm,Whoa!
52556,s6,08,Leslie Knope,I cannot wait to hear your Travolta.
52557,s6,08,Jeremy Jamm,"Oh, no, no, no."
52558,s6,08,Jeremy Jamm,I'm Sandra Dee.
52559,s6,08,Jeremy Jamm,That's more of my register.
52560,s6,08,Jeremy Jamm,You're Zuko.
52561,s6,08,Jeremy Jamm,"He got friendly, holdin' my hand"
52562,s6,08,Leslie Knope,She got friendly down in the sand
52563,s6,08,Jeremy Jamm,"He was sweet, just turned 18"
52564,s6,08,Leslie Knope,"Well, she was good, you know what I mean?"
52565,s6,08,Jeremy Jamm,"Uh summer heat boy and girl meet but ah, oh, those summer nights"
52566,s6,08,Leslie Knope,"Uh summer heat boy and girl meet but ah, oh, those summer nights"
52567,s6,08,Chris Traeger,I would like to buy five DVDs of this.
52568,s6,08,Chris Traeger,"No, 20."
52569,s6,08,Chris Traeger,"No, 60!"
52570,s6,08,Chris Traeger,"No, that's insane."
52571,s6,08,Leslie Knope,Dubee doo dubee doo dubee dubee dubee dow
52572,s6,08,Tom Haverford,Good news.
52573,s6,08,Tom Haverford,We have multiple bidders.
52574,s6,08,Tom Haverford,That guy's getting his financials together.
52575,s6,08,Tom Haverford,"Plans on tearing the whole place down, just wants it for the land."
52576,s6,08,Ron Swanson,Why would he want to tear down a perfectly good cabin?
52577,s6,08,Donna Meagle,"I think he's a developer, wants to put in a luxury glampground."
52578,s6,08,Donna Meagle,"Glamping is ""glamour camping."""
52579,s6,08,Donna Meagle,"Heated tents, catered meals, wifi"
52580,s6,08,Ron Swanson,You're describing a hotel.
52581,s6,08,Tom Haverford,And I think we still have traction with those two.
52582,s6,08,Extra,"Oh, hey, man."
52583,s6,08,Extra,I love the mustache.
52584,s6,08,Extra,So funny.
52585,s6,08,Extra,"You ever think about twisting it up at the ends, huh?"
52586,s6,08,Extra,Use a little beeswax?
52587,s6,08,Ron Swanson,The open house is now closed.
52588,s6,08,Ron Swanson,We are not accepting bids at this time.
52589,s6,08,Ron Swanson,The sun sets in 95 minutes.
52590,s6,08,Ron Swanson,Good day.
52591,s6,08,Tom Haverford,That's part of the charm of this whole place-- the cantankerous old coot who owns it.
52592,s6,08,Tom Haverford,It's authentic!
52593,s6,08,Leslie Knope,"I gotta say, that was pretty fun up there."
52594,s6,08,Leslie Knope,"We have fun when we collaborate, right?"
52595,s6,08,Leslie Knope,Working together?
52596,s6,08,Leslie Knope,"Lockbox, right?"
52597,s6,08,Jeremy Jamm,"You know, in some weird, perverted, sexual way, I'm gonna miss you when you're gone."
52598,s6,08,Leslie Knope,Oh.
52599,s6,08,Jeremy Jamm,You are my Nemesis.
52600,s6,08,Jeremy Jamm,You're the Superman to my Lex Luthor.
52601,s6,08,Leslie Knope,You want to be Lex Luthor?
52602,s6,08,Jeremy Jamm,"Uh, yeah."
52603,s6,08,Jeremy Jamm,Lex Luthor is rich.
52604,s6,08,Leslie Knope,"Well, okay."
52605,s6,08,Leslie Knope,I can't argue with that.
52606,s6,08,Leslie Knope,So I did Zuko for you.
52607,s6,08,Leslie Knope,Now you give me the lockbox.
52608,s6,08,Chris Traeger,"Leslie put a beautiful cross into the box, Jeremy."
52609,s6,08,Chris Traeger,Time for you to head it in.
52610,s6,08,Jeremy Jamm,"All right, Knope."
52611,s6,08,Jeremy Jamm,What can I say?
52612,s6,08,Jeremy Jamm,You wore me down.
52613,s6,08,Jeremy Jamm,"I will give you my word, and I will put it in writing, so I can't back out."
52614,s6,08,Jeremy Jamm,We won't touch the money for one year.
52615,s6,08,Jeremy Jamm,"And if the economy holds up, you can start construction then."
52616,s6,08,Chris Traeger,"Leslie, you have your lockbox."
52617,s6,08,Chris Traeger,And you scored a triple dragon on your song.
52618,s6,08,Leslie Knope,"No, I cannot wait a year."
52619,s6,08,Leslie Knope,I want to get started now.
52620,s6,08,Leslie Knope,I want construction started on Monday.
52621,s6,08,Chris Traeger,You have his word.
52622,s6,08,Chris Traeger,"And this is riddled with spelling errors, but it is binding."
52623,s6,08,Leslie Knope,It's not good enough!
52624,s6,08,Leslie Knope,"Jamm, I sang your stupid song, I ate your stupid fake Asian food, and by the way, you should know, you don't make sushi rolls out of tuna salad"
52625,s6,08,Jeremy Jamm,Maybe you don't.
52626,s6,08,Leslie Knope,"I did practically everything you wanted, and you won't just give this to me today?"
52627,s6,08,Leslie Knope,Screw you!
52628,s6,08,Leslie Knope,You're giving a card to me?
52629,s6,08,Chris Traeger,You left me no choice.
52630,s6,08,Leslie Knope,"Oh, my God!"
52631,s6,08,Leslie Knope,"Oh, my God!"
52632,s6,08,Chris Traeger,"Please, could you excuse us?"
52633,s6,08,Chris Traeger,"Leslie, you should be happy!"
52634,s6,08,Chris Traeger,You beat Jamm in the final battle.
52635,s6,08,Chris Traeger,Unless there's something more going on here.
52636,s6,08,Leslie Knope,Ann.
52637,s6,08,Leslie Knope,This is about Ann.
52638,s6,08,Chris Traeger,Ann Perkins?
52639,s6,08,Chris Traeger,I love Ann Perkins.
52640,s6,08,Leslie Knope,Pawnee Commons is why I met Ann five years ago.
52641,s6,08,Leslie Knope,And I know you guys are talking about moving.
52642,s6,08,Leslie Knope,"But I guess I thought if maybe Ann came back from Michigan tomorrow, and I was able to look into her smoky, ethnically ambiguous eyes and tell her that we were breaking ground on a new park, she might... she might want to stay."
52643,s6,08,Chris Traeger,"Leslie, I'm sorry."
52644,s6,08,Chris Traeger,Ann didn't just go to Ann arbor to visit family.
52645,s6,08,Chris Traeger,She went to sign the lease on our new home.
52646,s6,08,Leslie Knope,Ann arbor sounds disgusting.
52647,s6,08,Chris Traeger,She already has family there.
52648,s6,08,Chris Traeger,And I have a new job lined up at the University of Michigan.
52649,s6,08,Chris Traeger,Go blue!
52650,s6,08,Chris Traeger,It's a good town.
52651,s6,08,Chris Traeger,And it's a great place to raise a family.
52652,s6,08,Leslie Knope,What is great about it?
52653,s6,08,Leslie Knope,There's no JJ's Diner there.
52654,s6,08,Leslie Knope,"There's no ""Welcome to Pawnee"" sign."
52655,s6,08,Leslie Knope,"I mean, the stupid state is split up into two pieces!"
52656,s6,08,Leslie Knope,It's ridiculous.
52657,s6,08,Jeremy Jamm,"Unexpected play here, Superman."
52658,s6,08,Jeremy Jamm,"Not exactly sure what you're going for, but I dig your Gambit."
52659,s6,08,Leslie Knope,"There is no Gambit here, Jamm."
52660,s6,08,Leslie Knope,"And who sides with Lex Luthor, by the way?"
52661,s6,08,Leslie Knope,You probably watch Million Dollar Baby and root for the stool.
52662,s6,08,Jeremy Jamm,I haven't seen it.
52663,s6,08,Jeremy Jamm,Not a big Morgan Freeman guy.
52664,s6,08,Jeremy Jamm,I find his voice very grating.
52665,s6,08,Leslie Knope,I am leaving now.
52666,s6,08,Leslie Knope,I am not moving.
52667,s6,08,Leslie Knope,I'm just going home.
52668,s6,08,Jeremy Jamm,Are you guys coming back to my place?
52669,s6,08,Jeremy Jamm,What's what's or are you guys going back to... we wrapping up the weekend?
52670,s6,08,Jeremy Jamm,No?
52671,s6,08,Ben Wyatt,Need a cup to perk me up coffee in the morning
52672,s6,08,All,Surprise!
52673,s6,08,Ben Wyatt,"Oh, my God!"
52674,s6,08,Barney,I hope you don't mind.
52675,s6,08,Barney,We decided to throw you a pizza party to say congrats for cracking the case.
52676,s6,08,Ben Wyatt,"Oh, my God, you guys."
52677,s6,08,Ben Wyatt,See what we got here.
52678,s6,08,Ben Wyatt,Wait a second.
52679,s6,08,Ben Wyatt,That's not pizza.
52680,s6,08,Ben Wyatt,Those are calzones!
52681,s6,08,Ben Wyatt,I love calzones!
52682,s6,08,Barney,We know!
52683,s6,08,Ben Wyatt,I think it's safe to say I made the right choice.
52684,s6,08,Ben Wyatt,"What's up, guys?"
52685,s6,08,All,Hey!
52686,s6,08,Chris Traeger,BFF slideshow?
52687,s6,08,Chris Traeger,"You know that even after we leave Pawnee, Ann will always be your best friend."
52688,s6,08,Chris Traeger,And it's not that long a trip.
52689,s6,08,Leslie Knope,"Well, it would be even faster if the governor would return my calls about my Pawnee to Ann arbor bullet train idea."
52690,s6,08,Chris Traeger,"You know, I went to Jamm's with you because I also want to leave the right kind of legacy, and that includes Pawnee commons."
52691,s6,08,Leslie Knope,"Well, I think I burned that bridge with Jamm."
52692,s6,08,Leslie Knope,We're not gonna get that lockbox.
52693,s6,08,Leslie Knope,And I am not singing Beauty School Dropout.
52694,s6,08,Leslie Knope,"It's sexist, and I don't do slow jams."
52695,s6,08,Chris Traeger,I have an idea.
52696,s6,08,Chris Traeger,And I'd like you to consider it a good-bye gift from me to you.
52697,s6,08,Donna Meagle,"No, thank you."
52698,s6,08,Donna Meagle,I will let him know.
52699,s6,08,Donna Meagle,That was that couple you liked at the open house.
52700,s6,08,Ron Swanson,I despised them.
52701,s6,08,Donna Meagle,"Well, they just came back with a new offer and jacked that shizz up."
52702,s6,08,Donna Meagle,Way over asking price.
52703,s6,08,Tom Haverford,"Ron, who cares who they are? That's a massive bid."
52704,s6,08,Tom Haverford,I'ma be a mogul.
52705,s6,08,Ron Swanson,I bought that cabin 18 years go for 2000 dollars. I do not care about the money.
52706,s6,08,Tom Haverford,I can't even understand what you're saying right now.
52707,s6,08,Ron Swanson,"That cabin served an important purpose for me, as a quiet refuge from the nonsense of modern life."
52708,s6,08,Ron Swanson,I'd like the next owners to understand and share that purpose.
52709,s6,08,Ron Swanson,"Find me someone like that, and I'll happily sell."
52710,s6,08,April Ludgate,I'll buy it.
52711,s6,08,Tom Haverford,You can't afford that house.
52712,s6,08,Tom Haverford,Can you afford that house?
52713,s6,08,Ron Swanson,What would you use it for?
52714,s6,08,April Ludgate,I'd go up there and take Andy and Champion and just get away from everyone else and look at spiders.
52715,s6,08,April Ludgate,And it's where I'd bury the bodies of that annoying couple after I murder them.
52716,s6,08,April Ludgate,Here's my offer.
52717,s6,08,April Ludgate,I will give you everything in my purse.
52718,s6,08,April Ludgate,"8 dollars, a bunch of loose cough drops, and Larry's asthma inhaler."
52719,s6,08,Jerry Gergich,Thank God.
52720,s6,08,Jerry Gergich,I've been looking for that.
52721,s6,08,April Ludgate,"Larry, this is part of a real estate transaction now."
52722,s6,08,April Ludgate,You have no legal claim to it.
52723,s6,08,Jerry Gergich,"Sorry, I had no idea."
52724,s6,08,Ron Swanson,This is the best offer I've heard yet.
52725,s6,08,Donna Meagle,"Uh, you tripping right now."
52726,s6,08,Ron Swanson,Sold.
52727,s6,08,Donna Meagle,Don't even trip.
52728,s6,08,Ron Swanson,Your commission.
52729,s6,08,Donna Meagle,Thanks a lot.
52730,s6,08,Donna Meagle,"Your share, mogul."
52731,s6,08,Jeremy Jamm,"I'm about to play golf with a guy who was almost on The Apprentice, so this better be good."
52732,s6,08,Chris Traeger,"You give Leslie her lockbox, and you get me in your hip pocket."
52733,s6,08,Chris Traeger,"Starting in my next term as city manager, I will give you one huge I.O.U., no questions asked."
52734,s6,08,Jeremy Jamm,Hmm.
52735,s6,08,Jeremy Jamm,Jamm likes the sound of that.
52736,s6,08,Jeremy Jamm,"Let's make it five I.O.U.s, and you got a deal."
52737,s6,08,Chris Traeger,"You drive a hard bargain, but you leave me no choice."
52738,s6,08,Chris Traeger,Fine.
52739,s6,08,Chris Traeger,Five huge IOUs.
52740,s6,08,Jeremy Jamm,"Deal, guys."
52741,s6,08,Jeremy Jamm,You must really want that park.
52742,s6,08,Leslie Knope,I do.
52743,s6,08,Leslie Knope,Yes.
52744,s6,08,Leslie Knope,"And to tell you the truth, I'm doing it all for my best friend."
52745,s6,08,Jeremy Jamm,That's all I wanted to hear.
52746,s6,08,Jeremy Jamm,"Leslie, you're my best friend too."
52747,s6,08,Leslie Knope,"Well, vote passed."
52748,s6,08,Leslie Knope,3-2.
52749,s6,08,Leslie Knope,Jamm is gonna be so pissed when he finds out that you're leaving and your I.O.U.s are worthless.
52750,s6,08,Leslie Knope,Are you sure you're okay with what you did?
52751,s6,08,Chris Traeger,"Well, it's not the most ethical thing that I've ever done, but on the flip side, Jamm is a big, mean dope."
52752,s6,08,Leslie Knope,Mm-hmm.
52753,s6,08,Chris Traeger,And I hope that this eases some of the pain of us moving away a little bit.
52754,s6,08,Leslie Knope,"Oh, I'm currently in deep denial that that's happening."
52755,s6,08,Chris Traeger,"Speaking of which, how's the new gig coming?"
52756,s6,08,Ben Wyatt,"Well, I got a raise, and my fridge is full of calzones, so not complaining."
52757,s6,08,Chris Traeger,The reason I ask is this town is gonna need a new city manager.
52758,s6,08,Chris Traeger,"And I've talked to some people, and you have the votes if you want the job."
52759,s6,08,Ben Wyatt,Wh-- Seriously?
52760,s6,08,Leslie Knope,Is this for realskis?
52761,s6,08,Chris Traeger,This is 100% certified for realskis.
52762,s6,08,Chris Traeger,#NAME?
52763,s6,08,Ben Wyatt,"I mean, I-- wow."
52764,s6,08,Ben Wyatt,I would be insane to say no.
52765,s6,08,Ben Wyatt,"Oh, no."
52766,s6,08,Barney,"Wyatt, you're late."
52767,s6,08,Barney,"I'm just kidding, you can do whatever you want."
