Character,Line,Next_Character,Season,Episode,Line_Length,Sentiment
Ben Wyatt,"Okay, is this health department business or Leslie business?",Ann Perkins,4,8,9,Positive
Ann Perkins,You need to go talk to her.,Ben Wyatt,4,8,7,Neutral
Ben Wyatt,Why? So she can force me to spend time with her again? No. No way. I'm done talking.,Ann Perkins,4,8,18,Neutral
Ann Perkins,"Listen, I know she can be strong willed and difficult, okay? She once made me eat an entire cheesecake at a potluck so she didn't look bad. But I really think she's ready to listen.",Ben Wyatt,4,8,35,Negative
Ben Wyatt,You ate an entire cheesecake? Why didn't you just throw it away?,Ann Perkins,4,8,12,Neutral
Ann Perkins,"Because with everything she's done for me, I would eat ten cheesecakes for her. Also, P.S. it was delicious and amazing, like everything she does. Will you please just talk to her? For my sake? I don't have unlimited texting, and when she can't talk to you, she texts me.",Tom Haverford,4,8,50,Positive
Tom Haverford,"So we take the old logo from the 1970s, and we make limited edition hats, posters, tshirts, everything. People love limited editions, plus parents will get swept up in the nostalgia and want to go to the parks to recreate the fun they had growing up.",Chris Traeger,4,8,46,Positive
Chris Traeger,"This is amazing. It is possibly the best idea anyone has had in this government in 100 years. Tom, terrific.",Tom Haverford,4,8,20,Neutral
Tom Haverford,"Thanks, but most of the credit goes to my number-four, Jerry. He shared some words of wisdom with me today, and while he was yammering on about whatever, I happened to see his old ID card. Thanks, buddy.",Jerry Gergich,4,8,38,Neutral
Jerry Gergich,Yeah.,Leslie Knope,4,8,1,Neutral
Leslie Knope,Hey.,Ben Wyatt,4,8,1,Neutral
Ben Wyatt,Hi.,Leslie Knope,4,8,1,Neutral
Leslie Knope,I wasn't sure you were gonna come.,Ben Wyatt,4,8,7,Neutral
Ben Wyatt,"Well, I got very curious when you only left me one voicemail message, instead of your usual 20.",Leslie Knope,4,8,18,Neutral
Leslie Knope,"I'm trying to be a little less intense and a little more considerate. Here, have a seat. But only if you want to.",Ben Wyatt,4,8,23,Neutral
Ben Wyatt,Okay. I want to.,Leslie Knope,4,8,4,Neutral
Leslie Knope,"I never listened to what you wanted, or how you wanted us to be when things Ended between us. I just decided what I wanted, and I got upset when you didn't want the same thing. I know that's not fair, and I'm very sorry.",Ben Wyatt,4,8,45,Positive
Ben Wyatt,"Well, thank you. I appreciate that.",Leslie Knope,4,8,6,Negative
Leslie Knope,"If you don't want to have any more contact with me, I finally understand.",Ben Wyatt,4,8,14,Neutral
Ben Wyatt,I I don't want that. Really. But I just think it's for the best.,Leslie Knope,4,8,14,Neutral
Leslie Knope,Okay.,Ben Wyatt,4,8,1,Neutral
Ben Wyatt,Okay. Okay.,Leslie Knope,4,8,2,Neutral
Leslie Knope,"There is another option. We could just say ""screw it"" and do this thing for real.",Ben Wyatt,4,8,16,Neutral
Ben Wyatt,What?,Leslie Knope,4,8,1,Neutral
Leslie Knope,"I miss you like crazy. I think about you all the time. I want to be with you. So let's just say ""screw it.""",Ben Wyatt,4,8,24,Neutral
Ben Wyatt,"No, we would have to tell Chris.",Leslie Knope,4,8,7,Negative
Leslie Knope,Yeah.,Ben Wyatt,4,8,1,Neutral
Ben Wyatt,It could turn into a scandal.,Leslie Knope,4,8,6,Neutral
Leslie Knope,Yeah.,Ben Wyatt,4,8,1,Neutral
Ben Wyatt,"It could hurt your campaign. I mean, how would you imagine we do this?",Leslie Knope,4,8,14,Neutral
Leslie Knope,"I don't know. But I know how I feel, and I want to be with you. But I'm done steamrolling people. This is how I feel. How do you feel?",Ron Swanson,4,8,30,Positive
Ron Swanson,First day. You ready?,Andy Dwyer,4,8,4,Neutral
Andy Dwyer,"As ready as I'll ever be. Oh, crap, I forgot my books. And my computer.",Ron Swanson,4,8,15,Neutral
Ron Swanson,"Just pay attention to the lecture and enjoy. My first day of college, my father dropped me off at the steel mill. He didn't think I should go to college. But I hitched a ride, enrolled, and learned a lot. I hope Andy does too.",Andy Dwyer,4,8,45,Positive
Andy Dwyer,"We need to start teaching women football, teaching women U.F.C. , teaching them to drive trucks without crashing. Hey, maybe I'm only sexy. Then-- maybe that's all you see, but at least you can give me extra money. Tip money and stuff. I'll flirt with you, write my name on a napkin. They're gonna do it in a right, kind of legal way that empowers prostitution. We don't rest until we get that. That will be progress.",Linda Lonegan,4,8,77,Neutral
Linda Lonegan,That is extremely incorrect.,Andy Dwyer,4,8,4,Neutral
Andy Dwyer,"I thought I thought maybe it was when I was I, uh I'll get 'em next time. Back to you, Professor.",None,4,8,21,Negative
Leslie Knope,"Hey, ladies and gentlemen, for the first time ever in her new part-time job in the Public Health Department at City Hall, it's Ann Meredith Perkins! Yay!",Ann Perkins,3,15,27,Neutral
Ann Perkins,"Leslie, this is so nice!",April Ludgate,3,15,5,Neutral
April Ludgate,"I put a poisonous gas in one of these balloons, so if any of them pops, you may die.",Andy Dwyer,3,15,19,Neutral
Andy Dwyer,"No, April, we would all die. Gases fill the volume of whatever container they're in. School.",Leslie Knope,3,15,16,Positive
Leslie Knope,"We have activities every hour on your first day. 10 a.m., Ann's first day waffle explosion. 11 a.m. The start paperwork jamboree. And then 12:00 noon sharp is the inaugural ""D-Ann-ce Party.""",Tom Haverford,3,15,32,Positive
Tom Haverford,"Welcome to City Hall, cupcake!",Ann Perkins,3,15,5,Neutral
Ann Perkins,How many of you are in here?,Leslie Knope,3,15,7,Neutral
Leslie Knope,"There's seven. And you have an office mate. His name is Stuart, and he's kind of a grouch.",Ann Perkins,3,15,18,Neutral
Ann Perkins,I have an office mate?,Stuart,3,15,5,Neutral
Stuart,Get these balloons out of here.,Ann Perkins,3,15,6,Positive
Ann Perkins,"Hi, I'm Ann.",Leslie Knope,3,15,3,Neutral
Leslie Knope,Hey.,Ben Wyatt,3,15,1,Neutral
Ben Wyatt,Hey.,Leslie Knope,3,15,1,Neutral
Leslie Knope,"Just to let you know, I gave the senior center project to Donna.",Ben Wyatt,3,15,13,Neutral
Ben Wyatt,Sounds good. The meeting's at 2:00?,Leslie Knope,3,15,6,Neutral
Leslie Knope,"Yes. Conference room ""C"".",Ben Wyatt,3,15,4,Neutral
Ben Wyatt,"Okay. I think at some point, you and I should probably make out with each other.",Leslie Knope,3,15,16,Positive
Leslie Knope,"Yeah, good call. The best part of any relationship is the beginning. No problems, no fights. Just white wine, cuddling, and crazy amounts of History Channel documentaries.",Ben Wyatt,3,15,27,Negative
Ben Wyatt,"Hey, we should take separate cars to the restaurant tonight. Chris is deadly serious about this",Leslie Knope,3,15,16,Neutral
Leslie Knope,"I know. I just don't wanna talk about it, okay? I'll see you tonight.",Ben Wyatt,3,15,14,Neutral
Ben Wyatt,"Okay. By the way, I have a meeting with Marlene GriggsKnope. Is that any relation?",Leslie Knope,3,15,15,Neutral
Leslie Knope,No.,Ben Wyatt,3,15,1,Neutral
Ben Wyatt,"Oh, okay.",Leslie Knope,3,15,2,Neutral
Leslie Knope,"Just a coincidence. We get it all the time. We laugh about it. But I've never met her. She's Filipino. Okay, bye.",Ann Perkins,3,15,22,Neutral
Ann Perkins,Why don't you just tell Ben she's your mother?,Leslie Knope,3,15,9,Neutral
Leslie Knope,"Because Ben and I are in this amazing little bubble right now, and there's no room in here for Chris' stupid rules about us not dating or my ballbusting mother.",Ann Perkins,3,15,30,Negative
Ann Perkins,"Leslie, I'm sorry, but I don't think you thought this through.",Leslie Knope,3,15,11,Neutral
Leslie Knope,"You know what I should do? I should get my mother a oneway ticket to London, leaving today. And that way, Ben never has to meet her and I could visit her in London. Everybody wins.",Ann Perkins,3,15,36,Positive
Ann Perkins,"What if he sees a picture of her on your desk? What if Marlene says, ""Hey, have you met my daughter, Leslie?"" ""She works in the Parks Department.""",Leslie Knope,3,15,28,Neutral
Leslie Knope,"Stuart, please, could you give us, like, 45 minutes?",Stuart,3,15,9,Negative
Stuart,"It's my office, too.",Leslie Knope,3,15,4,Neutral
Leslie Knope,Stuart. That guy was rude.,Chris Traeger,3,15,5,Neutral
Chris Traeger,I feel that some structural changes could really unlock this department's potential. Jerry.,Jerry Gergich,3,15,13,Negative
Jerry Gergich,Mmm?,Chris Traeger,3,15,1,Neutral
Chris Traeger,I believe you are capable of much more.,Jerry Gergich,3,15,8,Neutral
Jerry Gergich,I'm not.,Chris Traeger,3,15,2,Neutral
Chris Traeger,Nonsense. Look in the mirror.,Jerry Gergich,3,15,5,Neutral
Jerry Gergich,Huh?,Chris Traeger,3,15,1,Neutral
Chris Traeger,"You are an intelligent, charismatic, beautiful superhero. I'm making you head of Public Relations, which means you'll be leading the daily briefing sessions.",Ron Swanson,3,15,23,Neutral
Ron Swanson,"Excellent idea. This is my favorite part about having a new city manager. They always try to shake things up, and their ideas are terrible, and it brings City Hall to a grinding halt. I just grab a few donuts, sit back, and enjoy the show.",Chris Traeger,3,15,46,Negative
Chris Traeger,"April, you are too valuable to just be Ron's assistant. So from now on, you are a multitasking executive aide, assisting the entire office.",April Ludgate,3,15,24,Positive
April Ludgate,"Is this a nightmare? April, wake up.",Chris Traeger,3,15,7,Neutral
Chris Traeger,"Tom, I just wanna say that you are a wonderful employee and a terrific human being.",Tom Haverford,3,15,16,Negative
Tom Haverford,Meeting adjourned!,Chris Traeger,3,15,2,Neutral
Chris Traeger,Tom. I enjoy you. You know what else I enjoy? Your entrepreneurial spirit.,Tom Haverford,3,15,13,Neutral
Tom Haverford,I did recently sell my Chronicles of Riddick DVD on eBay for $10. Used the profits to buy the Bluray.,Chris Traeger,3,15,20,Negative
Chris Traeger,That's terrific. I have an amazing project for someone of your talents. You are going to digitize the entire city archives up on the fourth floor.,Tom Haverford,3,15,26,Neutral
Tom Haverford,"No! I hate the fourth floor! Last time I was up there, I saw someone buy crystal meth out of a vending machine. It's a bad place.",Chris Traeger,3,15,27,Negative
Chris Traeger,"You won't be alone. Andy. Starting now, you are nobody's shoeshine boy. Starting now, you are an administrative assistant. For three weeks. Then back to shoes.",Andy Dwyer,3,15,26,Neutral
Andy Dwyer,"Chris! I wasn't super paying attention to what you just said that we'll be doing, but I will give 110 percent. Well, as soon as you repeat yourself in a more interesting way.",Leslie Knope,3,15,33,Negative
Leslie Knope,"Hey, Ben.",Ben Wyatt,3,15,2,Neutral
Ben Wyatt,"Hey, what's up?",Leslie Knope,3,15,3,Neutral
Leslie Knope,"Nothing much. Since I'm here, I just wanted to let you know that Marlene Griggs-Knope is my mom.",Ben Wyatt,3,15,18,Positive
Ben Wyatt,What?,Leslie Knope,3,15,1,Neutral
Leslie Knope,"Also, she can be cruel and difficult, and she makes snap judgments about people that she holds on to for a very long time. And she's kind of a bully. Okay! Go in there, you're gonna be great.",Ben Wyatt,3,15,38,Negative
Ben Wyatt,God.,Leslie Knope,3,15,1,Neutral
Leslie Knope,"Oh, my God. Oh, my God. I'm sorry. Here. Sorry!",Ben Wyatt,3,15,10,Positive
Ben Wyatt,Hello. I'm Mr. Ben Wyatt.,Marlene Griggs-Knope,3,15,5,Neutral
Marlene Griggs-Knope,Looks like you got some shirt on your coffee.,Ben Wyatt,3,15,9,Negative
Ben Wyatt,"Yeah. You know what happened? I spilled it, but you know how it goes.",Marlene Griggs-Knope,3,15,14,Positive
Marlene Griggs-Knope,"Fun anecdote. The county school district needs four new school buses. I'm being stonewalled by the board, and I'm hoping your office can help us out.",Ben Wyatt,3,15,26,Neutral
Ben Wyatt,Okay.,Marlene Griggs-Knope,3,15,1,Neutral
Marlene Griggs-Knope,Really? That's it?,Ben Wyatt,3,15,3,Neutral
Ben Wyatt,"Yeah. Actually, no. It It's probably not possible.",Marlene Griggs-Knope,3,15,8,Neutral
Marlene Griggs-Knope,"Then I'm confused, Ben, because you just told me it was. Five seconds ago.",Ron Swanson,3,15,14,Negative
Ron Swanson,"I got a second box of donuts, if anybody-- What the [bleep] is this?",Chris Traeger,3,15,14,Neutral
Chris Traeger,"This, Mr. Director, is your new desk.",Ron Swanson,3,15,7,Neutral
Ron Swanson,Okay.,Chris Traeger,3,15,1,Neutral
Chris Traeger,"This desk is the epitome of the Swedish concept of jamstalldhet, or ""equality."" Imagine someone needs your attention. Somebody say my name.",Jerry Gergich,3,15,22,Negative
Jerry Gergich,Chris.,Chris Traeger,3,15,1,Negative
Chris Traeger,"Swivel! What is it, Jerry?",Jerry Gergich,3,15,5,Neutral
Jerry Gergich,You told me to say your name.,Chris Traeger,3,15,7,Neutral
Chris Traeger,"And you did a great job, superstar. Someone else say something.",April Ludgate,3,15,11,Neutral
April Ludgate,You look like a freak.,Chris Traeger,3,15,5,Neutral
Chris Traeger,"Swivel! April, that is not a very good attitude. I will keep my eye on you from my circular desk where I can see everything. Tiny swivel. See how it works?",Ron Swanson,3,15,31,Positive
Ron Swanson,What about my office and its many walls?,Chris Traeger,3,15,8,Neutral
Chris Traeger,That becomes a new public waiting room. And we got rid of that giant pillar that was in front of your door.,Ron Swanson,3,15,22,Neutral
Ron Swanson,I loved that pillar. It made it really annoying to stand in my doorway.,Chris Traeger,3,15,14,Neutral
Chris Traeger,"Well, get over it, because it's gone. You're gonna be more accessible than ever.",Tom Haverford,3,15,14,Positive
Tom Haverford,"The fourth floor. Small claims court, divorce filings, stateordered drug tests. It's somehow both freezing and humid. There's a whole room on the fourth floor where they store the knives they've confiscated from people who went to the fourth floor to stab someone.",Ethel Beavers,3,15,43,Neutral
Ethel Beavers,You from Parks and Rec?,Tom Haverford,3,15,5,Neutral
Tom Haverford,Yeah.,Ethel Beavers,3,15,1,Neutral
Ethel Beavers,I'm here to show you around.,Andy Dwyer,3,15,6,Neutral
Andy Dwyer,"Nice to meet you, ma'am. What's your name?",Ethel Beavers,3,15,8,Neutral
Ethel Beavers,Ethel Beavers. Follow me.,Tom Haverford,3,15,4,Neutral
Tom Haverford,"Okay, this is you.",Andy Dwyer,3,15,4,Neutral
Andy Dwyer,"Oh, wow! Double computers? I get my own office phone. Hello, Wall Street. Buy more stocks. Now. This phone kind of smells like a butt.",Ethel Beavers,3,15,25,Neutral
Ethel Beavers,"Try not to move things around. Because technically speaking, this is still a crime scene. Here's your name tags. Here.",Tom Haverford,3,15,20,Positive
Tom Haverford,"Ethel, this shirt is from Theory. Name tags make holes. I'm not wearing this.",Ethel Beavers,3,15,14,Positive
Ethel Beavers,Do what you want.,Andy Dwyer,3,15,4,Neutral
Andy Dwyer,"Bye, Ethel!",Tom Haverford,3,15,2,Neutral
Tom Haverford,Damn it. Remind me next time to ask her where she was when Lincoln got shot.,Andy Dwyer,3,15,16,Neutral
Andy Dwyer,"""Remind Tom Ask Something."" You got it, boss.",Leslie Knope,3,15,8,Neutral
Leslie Knope,"Hey! Somebody made somebody a mix! And I definitely heard your feedback from last time, so I only put five Sarah McLachlan songs on this one.",Ben Wyatt,3,15,26,Neutral
Ben Wyatt,Cool. Should we talk about how you claimed your mom was a Filipino woman you'd never met?,Leslie Knope,3,15,17,Positive
Leslie Knope,"Should we? I was just trying to delay the inevitable. If this turns into something real, then we are gonna have to deal with Chris' rule, and parents, and annoying flossing habits, and a lot of unfun stuff. But not yet. I just want to enjoy the bubble for a little while. I'm sorry. Everything's good?",Ben Wyatt,3,15,56,Negative
Ben Wyatt,"No, it's not. I was completely flustered. I came off like an idiot. I mean, at one point, for no reason, I just took off my shoes and held them in my hand.",Leslie Knope,3,15,33,Positive
Leslie Knope,"I'm gonna go ask her how it went, and I bet she loved you.",Marlene Griggs-Knope,3,15,14,Neutral
Marlene Griggs-Knope,"I loved him! He's a total pushover. Very odd guy, though. He's like a goofy, spineless jellyfish. Why do you ask, sweetheart?",Leslie Knope,3,15,22,Positive
Leslie Knope,No reason. Don't worry about it. It's totally fine.,Ben Wyatt,3,15,9,Positive
Ben Wyatt,"No, it's not fine. What if she starts going around telling people I'm a pushover?",Leslie Knope,3,15,15,Positive
Leslie Knope,"No one's gonna believe that. When I first met you, I thought you were a fascist hardass.",Ben Wyatt,3,15,17,Neutral
Ben Wyatt,What?,Leslie Knope,3,15,1,Neutral
Leslie Knope,"A cute fascist hardass, but still, you give off a very--",Extra,3,15,11,Neutral
Extra,Education Department now officially requesting 10 school buses.,Leslie Knope,3,15,8,Negative
Leslie Knope,I thought they only wanted four.,Ben Wyatt,3,15,6,Neutral
Ben Wyatt,"Well, now that I'm a pushover, why not ask for 10, or 20, or 100 new school buses and a fleet of school yachts? How about that? Here's what we're gonna do. You are gonna tell me everything there is to know about your mom. And I'm gonna have another meeting with her, and we're gonna have it out.",Leslie Knope,3,15,59,Neutral
Leslie Knope,"Or we could go to Belize and go scuba diving. And we could look at the whale sharks. You're certified, right? Let's get you certified.",Jerry Gergich,3,15,25,Negative
Jerry Gergich,"April, do you have that usage report that I asked for?",April Ludgate,3,15,11,Neutral
April Ludgate,"Anything for you, Jerry.",Jerry Gergich,3,15,4,Neutral
Jerry Gergich,"Thank you. Oh, come on. Why?",Gretel,3,15,6,Neutral
Gretel,"Excuse me. There's a sign at Ramsett Park that says ""Do not drink the sprinkler water,"" so I made sun tea with it, and now I have an infection. Sir? Sir, are Are you listening to me, sir? Sir, I'm talking to you! Sir! Sir, are you aware that there is waste in your water system?",Leslie Knope,3,15,56,Positive
Leslie Knope,"Okay, you need to be strong, powerful, decisive. This is not a meeting. It's a battle. Normal meeting rules do not apply. I'll be my mom and I'm gonna be very harsh with you, and it's only because I like you a lot.",Ben Wyatt,3,15,43,Negative
Ben Wyatt,Okay.,Leslie Knope,3,15,1,Neutral
Leslie Knope,Go!,Ben Wyatt,3,15,1,Neutral
Ben Wyatt,Hello.,Leslie Knope,3,15,1,Neutral
Leslie Knope,Wrong.,Ben Wyatt,3,15,1,Neutral
Ben Wyatt,What?,Leslie Knope,3,15,1,Neutral
Leslie Knope,No preambles. No introductions. Just walk in and start talking.,Ben Wyatt,3,15,10,Neutral
Ben Wyatt,I'd like to discuss the new school bus.,Leslie Knope,3,15,8,Neutral
Leslie Knope,"I'd like to discuss your rhyming, Dr. Seuss. And you should be sitting by now.",Ben Wyatt,3,15,15,Neutral
Ben Wyatt,What?,Leslie Knope,3,15,1,Neutral
Leslie Knope,Just walk in and take a seat.,Ben Wyatt,3,15,7,Neutral
Ben Wyatt,Um.,Leslie Knope,3,15,1,Neutral
Leslie Knope,"""Um"" is the sound in ""dumb."" That's what she says to people. And now you've crossed your legs like a woman.",Ben Wyatt,3,15,21,Neutral
Ben Wyatt,"God! Okay, should we just start over?",Leslie Knope,3,15,7,Positive
Leslie Knope,"No. No, we need to put a pin in this. Here is a list of my mother's top starting with Persian rugs, ending with Daniel Craig. You have 10 minutes to memorize it.",Ben Wyatt,3,15,33,Positive
Ben Wyatt,"Deliverance, the movie?",Leslie Knope,3,15,3,Neutral
Leslie Knope,Mmmhmm.,Ben Wyatt,3,15,1,Neutral
Ben Wyatt,"Oh, God.",April Ludgate,3,15,2,Neutral
April Ludgate,"So Jerry is, like, basically my boss now, which I'm never gonna work for him. Ron's trapped in this weird desk prison, and I now work at this traveling IV station.",Extra,3,15,31,Negative
Extra,This Mort Jansen's office?,Andy Dwyer,3,15,4,Neutral
Andy Dwyer,Nope.,Extra,3,15,1,Neutral
Extra,"Tell Mort I said ""Your move.""",April Ludgate,3,15,6,Neutral
April Ludgate,"Oh, my God. I wanna work up here with you guys. This is awesome.",Tom Haverford,3,15,14,Neutral
Tom Haverford,How many more of those stupid documents do you have to scan?,Andy Dwyer,3,15,12,Negative
Andy Dwyer,"Just this one, and all the ones in those boxes.",Tom Haverford,3,15,10,Negative
Tom Haverford,"I gotta get out of here pronto. Time to get those old ladies to do my work for me. How? By shining down on them with the Haverford charm ray. Well, well, well. If it isn't Ethel Beavers. What's up, beautiful? Julianne Moore just called. She wants her hair back.",Ethel Beavers,3,15,50,Negative
Ethel Beavers,Nobody named Julien called.,Tom Haverford,3,15,4,Neutral
Tom Haverford,"Never mind. I just need to ask you a couple of questions. One, can you help me out with this project we're doing? And, two, will you please invite me to your 30th birthday party? What are you doing?",Ethel Beavers,3,15,39,Negative
Ethel Beavers,I'm making a test call to your phone to make sure it's working so you don't miss any more calls.,Tom Haverford,3,15,20,Positive
Tom Haverford,You know what? Don't bother. Maybe I'll just find an open window and plummet to my death.,Ethel Beavers,3,15,17,Neutral
Ethel Beavers,Okay.,Donna Meagle,3,15,1,Neutral
Donna Meagle,"This isn't gonna work. Okay, you did not just swivel away while I was talking to you. This spaceship keyboard is driving me crazy. I'm down to one word a minute, and the word is ""perflipisklup"" because I can't fly spaceships.",Ron Swanson,3,15,41,Negative
Ron Swanson,"Donna, you know as well as I do these city manager shakeups always peter out. You just have to wait.",Donna Meagle,3,15,20,Neutral
Donna Meagle,"Usually I'm with you. But this is Chris Traeger, the six million dollar man. He won't quit. So you need to swivel your ass down to his office and have a word with him.",Leslie Knope,3,15,34,Neutral
Leslie Knope,Mommy.,Marlene Griggs-Knope,3,15,1,Neutral
Marlene Griggs-Knope,Oh! That is so thoughtful of you.,Leslie Knope,3,15,7,Neutral
Leslie Knope,"Of course! I just figured, hey, why not put my mother in a good mood?",Ben Wyatt,3,15,15,Negative
Ben Wyatt,"So, it's my understanding that despite what I said in our meeting, you have somehow increased your request for more school buses.",Leslie Knope,3,15,22,Neutral
Leslie Knope,"Excuse me, but I'm having coffee with my daughter. Maybe we could do this another time.",Ben Wyatt,3,15,16,Positive
Ben Wyatt,"No, we're gonna talk about this now. Or if you'd prefer, I could put a permanent freeze on the education budget. It's your call.",Leslie Knope,3,15,24,Neutral
Leslie Knope,"Wow, maybe you should talk to him, Mom. He seems pretty self-assured.",Extra,3,15,12,Negative
Extra,There's nothing left. It's over.,Chris Traeger,3,15,5,Neutral
Chris Traeger,"Hey, hey, hey, don't say that. Now, come on. Get yourself together and go out there and be the woman you always knew you could be.",Extra,3,15,26,Neutral
Extra,Thank you so much.,Tom Haverford,3,15,4,Neutral
Tom Haverford,Who was that?,Chris Traeger,3,15,3,Neutral
Chris Traeger,"I don't know. I saw her crying, and so I helped. What did you wanna talk to me about?",Tom Haverford,3,15,19,Neutral
Tom Haverford,"Look, Chris, I'm very flattered you thought of me for this amazing opportunity, but I don't really know if this gig is in my wheelhouse. I tend to work best with young, attractive people.",Chris Traeger,3,15,34,Negative
Chris Traeger,"Tom, I have made you a project leader. This is a big deal! You should keep an open mind. Let your brain unlock the door to your heart's future. I made that expression up when I was 14. Still in use today. By me. Gotta jam.",Ben Wyatt,3,15,46,Negative
Ben Wyatt,"You know what? It's just not possible. And don't even bother trying to outflank me either, because you will fail.",Marlene Griggs-Knope,3,15,20,Positive
Marlene Griggs-Knope,Where did all this confidence come from all of a sudden?,Leslie Knope,3,15,11,Neutral
Leslie Knope,"Hey, guys, come on. Let's relax.",Ben Wyatt,3,15,6,Neutral
Ben Wyatt,"You know, Ms. Griggs-Knope.",Marlene Griggs-Knope,3,15,4,Neutral
Marlene Griggs-Knope,Marlene.,Ben Wyatt,3,15,1,Neutral
Ben Wyatt,There's probably a compromise here.,Marlene Griggs-Knope,3,15,5,Neutral
Marlene Griggs-Knope,Compromise is usually a sign of weakness.,Ben Wyatt,3,15,7,Negative
Ben Wyatt,"Yes, it is, according to Andrew Carnegie. But your demands remind me of a different quote, from the great Bill Watterson. ""You need a lobotomy."" ""I'll get a saw.""",Marlene Griggs-Knope,3,15,29,Negative
Marlene Griggs-Knope,I love Calvin and Hobbes.,Ben Wyatt,3,15,5,Neutral
Ben Wyatt,"Me, too!",Leslie Knope,3,15,2,Neutral
Leslie Knope,"I gotta say, this is some of my best work. This could not have gone better. They are really hitting it off. Thank God. Crisis averted.",Marlene Griggs-Knope,3,15,26,Positive
Marlene Griggs-Knope,"Well, I am very glad you came back up here.",Ben Wyatt,3,15,10,Positive
Ben Wyatt,"Yeah, me too.",Leslie Knope,3,15,3,Neutral
Leslie Knope,Yeah So you have a deal.,Marlene Griggs-Knope,3,15,6,Neutral
Marlene Griggs-Knope,"Well, let me mull everything over, and then we can reconnect and hash things out. It might get rough, but that can be fun. Ben can handle it.",Ben Wyatt,3,15,28,Neutral
Ben Wyatt,"Yep, I can. Okay, great.",Marlene Griggs-Knope,3,15,5,Neutral
Marlene Griggs-Knope,It was a pleasure.,Ben Wyatt,3,15,4,Neutral
Ben Wyatt,Oh! Mmmhmm.,Leslie Knope,3,15,2,Neutral
Leslie Knope,"What's so great is, she was impressed by you, too. I mean, you could tell instantly. The way you guys were connecting was really amazing. Now, what I'm thinking is that maybe we should go over to her house",Ethel Beavers,3,15,39,Positive
Ethel Beavers,You two are just the cutest things on four legs!,Extra,3,15,10,Positive
Extra,But why so much black? It's like you're going to a funeral.,Andy Dwyer,3,15,12,Positive
Andy Dwyer,"She's got a point, babe.",April Ludgate,3,15,5,Neutral
April Ludgate,"So, marry her then.",Extra,3,15,4,Neutral
Extra,I wish!,Tom Haverford,3,15,2,Neutral
Tom Haverford,"Hey, sorry to interrupt the love fest, but can you hand me that folder there, please, Ethel? Oh, great. Why you gotta be like that, Ethel?",Ethel Beavers,3,15,26,Negative
Ethel Beavers,Looks like someone got up on the wrong side of the crib.,Tom Haverford,3,15,12,Neutral
Tom Haverford,"Stop laughing, Muriel. Stop it!",Leslie Knope,3,15,5,Neutral
Leslie Knope,"I gotta say, I'm a genius. The only thing my mom loves more than music boxes is McSteamy from Grey's Anatomy. So, I made her a McSteamystyle music box, and I thought maybe you could give it to her. She would love you for it.",Ben Wyatt,3,15,45,Negative
Ben Wyatt,I think maybe that's not such a good idea.,Leslie Knope,3,15,9,Neutral
Leslie Knope,"Why? I mean, it's not the best picture of him, but--",Ben Wyatt,3,15,11,Positive
Ben Wyatt,"Your mom kind of, um, made a pass at me.",Jerry Gergich,3,15,10,Neutral
Jerry Gergich,"So, Webster's dictionary describes a pork as a --No, it's park. Park. I'm sorry. Geez, okay. So-- You know what, can we start over? Let's-- Let's go from the first thing. I said, pork, which By the way, they have a great pork sandwich in the cafeteria today.",Chris Traeger,3,15,48,Positive
Chris Traeger,Ron Swanson.,Ron Swanson,3,15,2,Neutral
Ron Swanson,Chris. You have come up with a plan so spectacularly horrible that it might ruin the entire department.,Chris Traeger,3,15,18,Negative
Chris Traeger,"Now, wait a minute.",Ron Swanson,3,15,4,Neutral
Ron Swanson,"I mean that as a compliment. So, it pains me to say this. My department has to go back to the way it was.",Chris Traeger,3,15,24,Negative
Chris Traeger,Give them time. They'll adjust.,Ron Swanson,3,15,5,Neutral
Ron Swanson,"No, they won't. They're miserable. Tom only performs when there's someone to impress, so marooning him on Freak Island isn't helping anyone. And you made April assistant to everyone? You know who April hates? Everyone. And Jerry can only function if no one's looking. You shine a light on him, and he shrinks up faster than an Eskimo's scrotum.",Chris Traeger,3,15,59,Neutral
Chris Traeger,"Well, that's very perceptive, Ron. And, very graphic. I understand your point, but there's no way that I can just roll over on this.",Ron Swanson,3,15,24,Neutral
Ron Swanson,"Okay. You won't ever hear me say this again, so savor this moment. I may have a compromise.",Ben Wyatt,3,15,18,Negative
Ben Wyatt,"Look, she was just flirting a little. I'm sure she's not really interested in me.",Leslie Knope,3,15,15,Negative
Leslie Knope,"Oh, my God. I can't even have this conversation. The whole thing is screwed up now. There's so many ways to destroy a bubble, but my mom flirting with you is number one on the list. And I'm sorry, I have to say this, were you asking for it in any way?",Ben Wyatt,3,15,52,Positive
Ben Wyatt,No!,Leslie Knope,3,15,1,Neutral
Leslie Knope,How were you dressed?,Ben Wyatt,3,15,4,Neutral
Ben Wyatt,"Oh, my God. I was wearing this.",Leslie Knope,3,15,7,Neutral
Leslie Knope,"Here's what we do. You issue a government-wide memo about sexual harassment, and then you go to Mexico. Just for a couple of weeks. Where are you going? Ben! Ben! Wait. Just-- Hey-- Hi, Mom.",Marlene Griggs-Knope,3,15,35,Neutral
Marlene Griggs-Knope,Hi again.,Ben Wyatt,3,15,2,Neutral
